EVBDD
L 25
T 2
N 32630
R 1
S 1
; level 1
201 0 0	203 0 0	; 868
74 0 1	203 0 0	; 869
200 0 1	203 0 0	; 870
0 0 0	213 0 1	; 871
213 0 1	213 1 1	; 872
200 0 1	213 0 1	; 873
210 0 1	213 0 1	; 874
0 0 0	200 0 1	; 875
196 0 1	206 0 0	; 876
203 1 0	206 0 0	; 877
0 0 0	206 0 0	; 878
0 0 0	204 0 0	; 879
199 0 0	209 0 1	; 880
207 0 0	210 1 0	; 881
75 0 1	210 0 0	; 882
75 0 1	211 0 0	; 883
211 0 0	211 0 1	; 884
210 1 0	211 0 0	; 885
74 0 1	210 0 0	; 886
0 0 0	74 0 1	; 887
210 0 0	210 0 1	; 888
0 0 0	207 0 1	; 889
207 0 1	210 0 1	; 890
0 0 0	210 0 1	; 891
0 0 0	211 0 0	; 892
204 0 0	208 0 1	; 893
199 0 0	203 0 0	; 894
196 0 1	204 0 0	; 895
199 0 0	203 1 0	; 896
207 0 1	211 0 0	; 897
75 0 1	210 1 0	; 898
200 0 1	203 1 0	; 899
196 0 1	208 0 1	; 900
196 0 1	213 0 1	; 901
207 0 1	208 0 1	; 902
196 0 1	200 0 1	; 903
0 0 0	214 0 1	; 904
208 0 1	214 0 1	; 905
196 0 1	213 1 1	; 906
0 0 0	196 0 1	; 907
195 0 1	196 0 0	; 908
75 0 0	197 0 1	; 909
195 0 1	198 0 0	; 910
40 0 1	195 0 1	; 911
195 0 0	197 0 1	; 912
195 0 0	195 0 1	; 913
196 0 0	201 0 1	; 914
0 0 0	196 0 0	; 915
196 0 0	200 0 0	; 916
198 0 1	202 0 0	; 917
196 0 0	200 1 0	; 918
75 0 1	196 0 0	; 919
0 0 0	201 0 1	; 920
194 0 0	194 0 1	; 921
197 0 0	197 0 1	; 922
194 1 1	197 0 1	; 923
194 0 0	75 0 0	; 924
75 0 0	198 0 1	; 925
74 0 0	75 0 0	; 926
0 0 0	76 0 0	; 927
74 1 0	75 0 0	; 928
75 0 0	196 0 1	; 929
207 0 1	211 0 1	; 930
0 0 0	211 0 1	; 931
198 0 0	210 0 0	; 932
198 0 0	215 0 0	; 933
201 1 0	203 0 0	; 934
74 0 1	198 0 0	; 935
198 0 0	216 0 1	; 936
199 0 0	201 1 0	; 937
198 0 0	217 0 0	; 938
198 0 0	218 0 1	; 939
198 0 0	201 1 0	; 940
199 0 0	217 0 0	; 941
199 0 0	219 0 1	; 942
74 1 1	75 0 1	; 943
74 1 1	207 0 0	; 944
201 1 0	219 0 1	; 945
219 0 1	220 0 1	; 946
217 0 0	219 0 1	; 947
201 0 0	201 1 0	; 948
203 0 0	218 0 1	; 949
198 0 0	220 0 1	; 950
198 0 0	219 0 1	; 951
201 0 0	219 0 1	; 952
200 1 1	213 0 1	; 953
208 0 1	210 0 1	; 954
0 0 0	208 0 1	; 955
196 0 1	200 1 1	; 956
196 0 1	202 0 1	; 957
208 0 1	221 0 1	; 958
0 0 0	216 0 1	; 959
0 0 0	217 0 0	; 960
0 0 0	218 0 1	; 961
0 0 0	209 0 1	; 962
0 0 0	222 0 0	; 963
0 0 0	224 0 0	; 964
222 0 0	224 0 0	; 965
222 1 0	224 0 0	; 966
222 0 0	225 0 0	; 967
222 0 0	226 0 0	; 968
223 0 0	227 0 0	; 969
223 0 0	228 0 1	; 970
224 0 0	229 0 1	; 971
223 0 0	229 0 1	; 972
222 0 0	230 0 0	; 973
223 0 0	231 0 1	; 974
224 1 0	229 0 1	; 975
229 0 1	232 0 0	; 976
223 0 0	232 0 0	; 977
222 1 0	233 0 0	; 978
223 0 0	234 0 1	; 979
235 0 0	236 0 0	; 980
223 0 0	237 0 0	; 981
0 0 0	223 0 0	; 982
0 0 0	238 0 0	; 983
222 0 0	238 0 0	; 984
222 1 0	238 0 0	; 985
222 0 0	239 0 0	; 986
222 0 0	240 0 1	; 987
223 0 0	241 0 1	; 988
238 0 0	242 0 0	; 989
223 0 0	242 0 0	; 990
222 0 0	243 0 0	; 991
238 1 0	242 0 0	; 992
236 0 0	242 0 0	; 993
223 0 0	244 0 1	; 994
222 1 0	245 0 0	; 995
223 0 0	246 0 1	; 996
236 0 0	247 0 0	; 997
223 0 0	248 0 0	; 998
222 0 0	223 0 0	; 999
222 0 0	229 0 1	; 1000
223 0 0	249 0 1	; 1001
83 0 0	223 0 0	; 1002
242 0 0	244 0 1	; 1003
223 0 0	250 0 1	; 1004
0 0 0	242 0 0	; 1005
222 1 0	242 0 0	; 1006
222 0 0	245 0 0	; 1007
223 0 0	239 0 0	; 1008
223 0 0	238 0 0	; 1009
222 0 0	242 0 0	; 1010
223 0 0	247 0 0	; 1011
0 0 0	239 0 0	; 1012
226 0 0	251 0 1	; 1013
0 0 0	253 0 1	; 1014
251 0 1	253 0 1	; 1015
251 1 1	253 0 1	; 1016
251 0 1	254 0 1	; 1017
0 0 0	251 0 1	; 1018
252 0 1	255 0 1	; 1019
252 0 1	256 0 1	; 1020
240 0 1	253 0 1	; 1021
240 0 1	252 0 1	; 1022
251 0 1	257 0 1	; 1023
252 0 1	258 0 1	; 1024
240 0 1	253 1 1	; 1025
240 0 1	259 0 1	; 1026
252 0 1	259 0 1	; 1027
251 1 1	260 0 1	; 1028
252 0 1	261 0 1	; 1029
262 0 1	263 0 1	; 1030
252 0 1	264 0 1	; 1031
0 0 0	240 0 1	; 1032
223 0 0	243 0 0	; 1033
222 0 0	227 0 0	; 1034
0 0 0	265 0 1	; 1035
222 0 0	265 0 1	; 1036
222 1 0	265 0 1	; 1037
222 0 0	255 0 1	; 1038
223 0 0	266 0 0	; 1039
249 0 1	265 0 1	; 1040
222 0 0	267 0 1	; 1041
223 0 0	268 0 1	; 1042
249 0 1	265 1 1	; 1043
249 0 1	269 0 1	; 1044
223 0 0	269 0 1	; 1045
222 0 0	270 0 1	; 1046
223 0 0	271 0 1	; 1047
236 0 0	272 0 1	; 1048
223 0 0	273 0 1	; 1049
228 0 1	274 0 0	; 1050
0 0 0	276 0 1	; 1051
274 0 0	276 0 1	; 1052
274 1 0	276 0 1	; 1053
274 0 0	277 0 1	; 1054
256 0 1	274 0 0	; 1055
266 0 0	275 0 0	; 1056
0 0 0	275 0 0	; 1057
241 0 1	276 0 1	; 1058
241 0 1	275 0 0	; 1059
274 0 0	278 0 1	; 1060
275 0 0	279 0 1	; 1061
241 0 1	276 1 1	; 1062
241 0 1	280 0 1	; 1063
275 0 0	280 0 1	; 1064
274 1 0	281 0 1	; 1065
275 0 0	282 0 1	; 1066
283 0 1	284 0 0	; 1067
222 0 0	253 0 1	; 1068
222 0 0	285 0 0	; 1069
238 0 0	238 1 0	; 1070
222 0 0	238 1 0	; 1071
222 1 0	286 0 0	; 1072
222 0 0	287 0 1	; 1073
222 1 0	288 0 0	; 1074
222 0 0	276 0 1	; 1075
222 0 0	288 0 0	; 1076
222 0 0	289 0 0	; 1077
81 0 0	222 0 0	; 1078
222 0 0	290 0 1	; 1079
230 0 0	291 0 0	; 1080
0 0 0	285 0 0	; 1081
285 0 0	291 0 0	; 1082
285 0 0	291 1 0	; 1083
291 0 0	293 0 0	; 1084
257 0 1	291 0 0	; 1085
267 0 1	292 0 0	; 1086
278 0 1	292 0 0	; 1087
243 0 0	285 0 0	; 1088
243 0 0	292 0 0	; 1089
0 0 0	291 0 0	; 1090
231 0 0	292 0 0	; 1091
243 0 0	285 1 0	; 1092
243 0 0	294 0 0	; 1093
292 0 0	294 0 0	; 1094
291 1 0	295 0 0	; 1095
292 0 0	296 0 0	; 1096
297 0 0	298 0 1	; 1097
292 0 0	299 0 0	; 1098
0 0 0	243 0 0	; 1099
222 0 0	231 0 1	; 1100
0 0 0	81 0 0	; 1101
81 0 0	222 1 0	; 1102
222 0 0	300 0 0	; 1103
222 0 0	258 0 1	; 1104
223 0 0	279 0 1	; 1105
81 0 0	83 0 0	; 1106
222 0 0	231 0 0	; 1107
81 1 0	83 0 0	; 1108
83 0 0	97 0 0	; 1109
223 0 0	97 0 0	; 1110
222 1 0	258 0 0	; 1111
223 0 0	268 0 0	; 1112
236 0 0	279 0 0	; 1113
223 0 0	102 0 0	; 1114
0 0 0	244 0 1	; 1115
233 0 0	301 0 0	; 1116
0 0 0	286 0 0	; 1117
286 0 0	301 0 0	; 1118
286 0 0	301 1 0	; 1119
301 0 0	303 0 0	; 1120
260 0 1	301 0 0	; 1121
270 0 1	302 0 0	; 1122
281 0 1	302 0 0	; 1123
245 0 0	286 0 0	; 1124
245 0 0	302 0 0	; 1125
295 0 0	301 0 0	; 1126
258 0 0	302 0 0	; 1127
245 0 0	286 1 0	; 1128
245 0 0	304 0 0	; 1129
302 0 0	304 0 0	; 1130
0 0 0	301 0 0	; 1131
302 0 0	305 0 0	; 1132
306 0 0	307 0 0	; 1133
302 0 0	308 0 0	; 1134
223 0 0	240 0 1	; 1135
0 0 0	245 0 0	; 1136
309 0 1	310 0 0	; 1137
0 0 0	287 0 1	; 1138
287 0 1	310 0 0	; 1139
287 0 1	310 1 0	; 1140
287 1 1	310 0 0	; 1141
310 0 0	311 0 1	; 1142
310 0 0	312 0 1	; 1143
310 0 0	313 0 1	; 1144
310 0 0	314 0 0	; 1145
310 0 0	315 0 0	; 1146
287 0 1	287 1 1	; 1147
310 1 0	316 0 0	; 1148
0 0 0	310 0 0	; 1149
310 1 0	317 0 0	; 1150
310 0 0	318 0 1	; 1151
235 0 0	319 0 0	; 1152
0 0 0	288 0 0	; 1153
288 0 0	319 0 0	; 1154
288 0 0	319 1 0	; 1155
262 0 1	319 0 0	; 1156
272 0 1	320 0 0	; 1157
283 0 1	320 0 0	; 1158
247 0 0	288 0 0	; 1159
247 0 0	320 0 0	; 1160
297 0 0	319 0 0	; 1161
279 0 0	320 0 0	; 1162
247 0 0	288 1 0	; 1163
247 0 0	321 0 0	; 1164
320 0 0	321 0 0	; 1165
306 0 0	319 1 0	; 1166
320 0 0	322 0 0	; 1167
0 0 0	323 0 0	; 1168
320 0 0	324 0 0	; 1169
0 0 0	247 0 0	; 1170
0 0 0	248 0 0	; 1171
0 0 0	325 0 1	; 1172
325 0 1	326 0 1	; 1173
0 0 0	326 0 1	; 1174
326 0 1	328 0 0	; 1175
326 0 1	327 1 0	; 1176
325 0 1	329 0 0	; 1177
325 0 1	330 0 0	; 1178
325 0 1	331 0 0	; 1179
327 0 0	332 0 0	; 1180
325 0 1	332 0 0	; 1181
325 0 1	333 0 0	; 1182
325 0 1	334 0 1	; 1183
325 0 1	327 1 0	; 1184
332 0 0	335 0 0	; 1185
325 0 1	335 0 0	; 1186
325 0 1	336 0 1	; 1187
325 0 1	337 0 1	; 1188
325 0 1	338 0 0	; 1189
325 0 1	339 0 0	; 1190
317 0 0	326 0 1	; 1191
326 0 1	340 0 0	; 1192
317 1 0	326 0 1	; 1193
325 0 1	341 0 0	; 1194
325 0 1	342 0 0	; 1195
317 0 0	325 0 1	; 1196
322 0 0	325 0 1	; 1197
325 0 1	343 0 0	; 1198
317 1 0	325 0 1	; 1199
325 0 1	344 0 0	; 1200
325 0 1	345 0 1	; 1201
325 0 1	346 0 1	; 1202
325 0 1	347 0 1	; 1203
325 0 1	348 0 1	; 1204
317 0 0	322 0 0	; 1205
0 0 0	317 0 0	; 1206
325 0 1	349 0 0	; 1207
325 0 1	350 0 1	; 1208
322 0 0	344 0 0	; 1209
325 0 1	351 0 0	; 1210
325 0 1	340 0 0	; 1211
0 0 0	340 0 0	; 1212
329 0 0	352 0 1	; 1213
352 0 1	353 0 1	; 1214
0 0 0	353 0 1	; 1215
353 0 1	354 0 0	; 1216
353 0 1	354 1 0	; 1217
0 0 0	352 0 1	; 1218
352 0 1	355 0 1	; 1219
352 0 1	356 0 1	; 1220
341 0 0	354 0 0	; 1221
341 0 0	352 0 1	; 1222
352 0 1	357 0 0	; 1223
352 0 1	358 0 1	; 1224
352 0 1	354 1 0	; 1225
341 0 0	359 0 0	; 1226
352 0 1	359 0 0	; 1227
352 0 1	360 0 1	; 1228
352 0 1	354 0 0	; 1229
352 0 1	361 0 1	; 1230
352 0 1	362 0 0	; 1231
0 0 0	341 0 0	; 1232
325 0 1	363 0 0	; 1233
326 0 1	349 0 0	; 1234
325 0 1	364 0 1	; 1235
325 0 1	365 0 0	; 1236
349 0 0	366 0 0	; 1237
325 0 1	366 0 0	; 1238
325 0 1	367 0 0	; 1239
325 0 1	368 0 1	; 1240
325 0 1	349 1 0	; 1241
366 0 0	369 0 0	; 1242
325 0 1	369 0 0	; 1243
325 0 1	370 0 1	; 1244
325 0 1	371 0 1	; 1245
325 0 1	372 0 1	; 1246
194 0 1	373 0 1	; 1247
194 0 1	375 0 0	; 1248
194 0 1	374 1 1	; 1249
194 0 1	376 0 1	; 1250
194 0 1	377 0 0	; 1251
194 0 1	374 0 1	; 1252
194 0 1	378 0 0	; 1253
194 0 1	379 0 1	; 1254
374 0 1	374 1 1	; 1255
194 0 1	380 0 1	; 1256
194 0 1	381 0 1	; 1257
194 0 1	382 0 1	; 1258
0 0 0	342 0 0	; 1259
326 0 1	354 0 0	; 1260
326 0 1	374 0 1	; 1261
326 0 1	383 0 0	; 1262
326 0 1	384 0 1	; 1263
326 0 1	346 0 1	; 1264
326 0 1	326 1 1	; 1265
0 0 0	322 0 0	; 1266
344 0 0	385 0 1	; 1267
326 0 1	327 0 0	; 1268
326 0 1	386 0 1	; 1269
317 0 0	317 1 0	; 1270
326 0 1	387 0 1	; 1271
326 0 1	388 0 1	; 1272
333 0 0	389 0 1	; 1273
389 0 1	390 0 1	; 1274
0 0 0	390 0 1	; 1275
390 0 1	391 0 0	; 1276
383 1 0	390 0 1	; 1277
357 0 0	389 0 1	; 1278
389 0 1	392 0 0	; 1279
389 0 1	393 0 0	; 1280
343 0 0	383 0 0	; 1281
343 0 0	389 0 1	; 1282
0 0 0	389 0 1	; 1283
275 0 1	389 0 1	; 1284
383 1 0	389 0 1	; 1285
343 0 0	394 0 0	; 1286
389 0 1	394 0 0	; 1287
389 0 1	395 0 0	; 1288
389 0 1	396 0 0	; 1289
389 0 1	397 0 0	; 1290
0 0 0	343 0 0	; 1291
326 0 1	398 0 1	; 1292
326 0 1	386 1 1	; 1293
325 0 1	358 0 1	; 1294
325 0 1	399 0 1	; 1295
325 0 1	400 0 1	; 1296
350 0 1	386 0 1	; 1297
275 0 1	325 0 1	; 1298
325 0 1	386 1 1	; 1299
350 0 1	401 0 1	; 1300
325 0 1	401 0 1	; 1301
325 0 1	402 0 1	; 1302
325 0 1	386 0 1	; 1303
325 0 1	403 0 1	; 1304
325 0 1	404 0 1	; 1305
0 0 0	344 0 0	; 1306
405 0 1	406 0 1	; 1307
0 0 0	406 0 1	; 1308
384 1 1	406 0 1	; 1309
406 0 1	407 0 1	; 1310
406 0 1	408 0 1	; 1311
380 0 1	406 0 1	; 1312
384 0 1	406 0 1	; 1313
406 0 1	409 0 0	; 1314
406 0 1	410 0 1	; 1315
406 0 1	411 0 1	; 1316
406 0 1	412 0 1	; 1317
406 0 1	413 0 1	; 1318
0 0 0	384 0 1	; 1319
0 0 0	346 0 1	; 1320
0 0 0	347 0 1	; 1321
0 0 0	348 0 1	; 1322
0 0 0	414 0 0	; 1323
310 0 0	414 0 0	; 1324
310 0 0	415 0 1	; 1325
0 0 0	415 0 1	; 1326
310 1 0	415 0 1	; 1327
414 0 0	416 0 1	; 1328
414 0 0	417 0 0	; 1329
310 0 0	418 0 1	; 1330
414 0 0	418 0 1	; 1331
414 0 0	419 0 0	; 1332
310 1 0	418 0 1	; 1333
418 0 1	420 0 0	; 1334
414 0 0	421 0 0	; 1335
363 0 0	420 0 0	; 1336
414 0 0	420 0 0	; 1337
415 0 1	418 0 1	; 1338
0 0 0	312 0 1	; 1339
310 1 0	312 0 1	; 1340
414 0 0	422 0 1	; 1341
414 0 0	423 0 0	; 1342
271 0 1	310 0 0	; 1343
271 0 1	414 0 0	; 1344
414 0 0	424 0 0	; 1345
271 0 1	310 1 0	; 1346
271 0 1	420 0 0	; 1347
414 0 0	425 0 0	; 1348
366 0 0	420 0 0	; 1349
271 0 1	312 0 1	; 1350
103 0 0	414 0 0	; 1351
271 0 1	426 0 1	; 1352
0 0 0	271 0 1	; 1353
366 0 0	414 0 0	; 1354
416 0 1	427 0 1	; 1355
427 0 1	428 0 0	; 1356
0 0 0	429 0 1	; 1357
428 1 0	429 0 1	; 1358
0 0 0	427 0 1	; 1359
422 0 1	428 0 0	; 1360
427 0 1	430 0 0	; 1361
422 0 1	429 0 1	; 1362
422 0 1	427 0 1	; 1363
427 0 1	431 0 0	; 1364
427 0 1	432 0 1	; 1365
422 0 1	428 1 0	; 1366
422 0 1	433 0 1	; 1367
422 0 1	434 0 0	; 1368
427 0 1	435 0 0	; 1369
364 0 1	434 0 0	; 1370
0 0 0	422 0 1	; 1371
417 0 0	436 0 0	; 1372
436 0 0	437 0 0	; 1373
0 0 0	438 0 0	; 1374
437 1 0	438 0 0	; 1375
430 0 0	436 0 0	; 1376
423 0 0	437 0 0	; 1377
0 0 0	436 0 0	; 1378
423 0 0	438 0 0	; 1379
423 0 0	436 0 0	; 1380
436 0 0	439 0 0	; 1381
368 0 0	436 0 0	; 1382
423 0 0	437 1 0	; 1383
423 0 0	440 0 0	; 1384
423 0 0	441 0 0	; 1385
436 0 0	442 0 0	; 1386
365 0 0	441 0 0	; 1387
310 0 0	429 0 1	; 1388
310 0 0	443 0 0	; 1389
310 0 0	444 0 0	; 1390
310 1 0	349 0 0	; 1391
310 0 0	438 0 0	; 1392
310 0 0	349 0 0	; 1393
310 0 0	310 1 0	; 1394
112 0 0	310 0 0	; 1395
312 0 1	312 1 1	; 1396
82 0 0	419 0 0	; 1397
80 0 0	82 0 0	; 1398
0 0 0	443 0 0	; 1399
80 1 0	443 0 0	; 1400
82 0 0	431 0 0	; 1401
80 0 0	424 0 0	; 1402
82 0 0	439 0 0	; 1403
424 0 0	443 0 0	; 1404
82 0 0	424 0 0	; 1405
0 0 0	82 0 0	; 1406
82 0 0	414 0 1	; 1407
80 1 0	424 0 0	; 1408
424 0 0	445 0 0	; 1409
96 0 0	424 0 0	; 1410
82 0 0	446 0 1	; 1411
96 0 0	367 0 0	; 1412
0 0 0	424 0 0	; 1413
0 0 0	112 0 0	; 1414
112 0 0	310 1 0	; 1415
414 0 0	432 0 1	; 1416
368 0 0	414 0 0	; 1417
103 0 0	310 0 0	; 1418
414 0 0	414 0 1	; 1419
103 0 0	310 1 0	; 1420
103 0 0	420 0 0	; 1421
414 0 0	432 0 0	; 1422
368 0 1	420 0 0	; 1423
103 0 0	112 0 0	; 1424
0 0 0	426 0 1	; 1425
0 0 0	420 0 0	; 1426
421 0 0	447 0 0	; 1427
447 0 0	448 0 0	; 1428
0 0 0	444 0 0	; 1429
444 0 0	448 1 0	; 1430
435 0 0	447 0 0	; 1431
425 0 0	448 0 0	; 1432
442 0 0	447 0 0	; 1433
425 0 0	444 0 0	; 1434
425 0 0	447 0 0	; 1435
446 0 1	447 0 0	; 1436
432 0 0	447 0 0	; 1437
425 0 0	448 1 0	; 1438
425 0 0	449 0 0	; 1439
425 0 0	450 0 0	; 1440
0 0 0	447 0 0	; 1441
370 0 1	450 0 0	; 1442
0 0 0	349 0 0	; 1443
326 1 1	349 0 0	; 1444
326 0 1	366 0 0	; 1445
326 1 1	366 0 0	; 1446
348 0 1	366 0 0	; 1447
0 0 0	366 0 0	; 1448
0 0 0	451 0 1	; 1449
451 0 1	452 0 1	; 1450
453 0 0	453 1 0	; 1451
406 0 1	453 1 0	; 1452
406 0 1	453 0 0	; 1453
451 0 1	454 0 1	; 1454
451 0 1	455 0 0	; 1455
451 0 1	456 0 0	; 1456
453 0 0	455 0 0	; 1457
451 0 1	457 0 0	; 1458
455 0 0	458 0 0	; 1459
451 0 1	458 0 0	; 1460
453 1 0	455 0 0	; 1461
451 0 1	459 0 0	; 1462
451 0 1	460 0 1	; 1463
451 0 1	461 0 0	; 1464
406 0 1	408 1 1	; 1465
451 0 1	462 0 1	; 1466
451 0 1	463 0 0	; 1467
370 0 1	451 0 1	; 1468
370 0 1	408 0 1	; 1469
451 0 1	464 0 0	; 1470
370 0 1	465 0 1	; 1471
451 0 1	465 0 1	; 1472
408 1 1	451 0 1	; 1473
451 0 1	466 0 1	; 1474
451 0 1	467 0 1	; 1475
451 0 1	468 0 1	; 1476
0 0 0	452 0 1	; 1477
0 0 0	408 0 1	; 1478
451 0 1	469 0 1	; 1479
370 0 1	408 1 1	; 1480
408 0 1	451 0 1	; 1481
470 0 1	471 0 1	; 1482
472 0 1	472 1 1	; 1483
471 0 1	472 1 1	; 1484
0 0 0	471 0 1	; 1485
471 0 1	472 0 1	; 1486
471 0 1	473 0 0	; 1487
471 0 1	474 0 1	; 1488
471 0 1	475 0 1	; 1489
471 0 1	476 0 1	; 1490
0 0 0	462 0 1	; 1491
408 0 1	408 1 1	; 1492
406 0 1	472 0 1	; 1493
406 0 1	463 0 0	; 1494
406 0 1	477 0 1	; 1495
406 0 1	478 0 1	; 1496
406 0 1	479 0 1	; 1497
406 0 1	468 0 1	; 1498
198 0 0	480 0 0	; 1499
203 0 0	463 0 0	; 1500
198 0 0	481 0 0	; 1501
198 0 0	482 0 0	; 1502
463 0 0	482 0 0	; 1503
198 0 0	483 0 0	; 1504
482 0 0	484 0 0	; 1505
198 0 0	484 0 0	; 1506
463 1 0	482 0 0	; 1507
198 0 0	485 0 0	; 1508
198 0 0	486 0 0	; 1509
0 0 0	463 0 0	; 1510
0 0 0	370 0 1	; 1511
465 0 1	487 0 1	; 1512
465 0 1	488 0 1	; 1513
408 1 1	487 0 1	; 1514
487 0 1	488 0 1	; 1515
457 0 0	489 0 1	; 1516
489 0 1	490 0 1	; 1517
477 0 1	477 1 1	; 1518
477 1 1	491 0 1	; 1519
0 0 0	491 0 1	; 1520
477 0 1	491 0 1	; 1521
489 0 1	492 0 1	; 1522
464 0 0	489 0 1	; 1523
489 0 1	493 0 0	; 1524
464 0 0	477 0 1	; 1525
0 0 0	489 0 1	; 1526
489 0 1	494 0 1	; 1527
464 0 0	495 0 1	; 1528
489 0 1	495 0 1	; 1529
464 0 0	477 1 1	; 1530
489 0 1	496 0 1	; 1531
489 0 1	497 0 1	; 1532
477 0 1	489 0 1	; 1533
0 0 0	464 0 0	; 1534
478 0 1	478 1 1	; 1535
406 0 1	478 1 1	; 1536
451 0 1	498 0 1	; 1537
451 0 1	499 0 1	; 1538
201 0 0	451 0 1	; 1539
478 0 1	499 0 1	; 1540
451 0 1	500 0 1	; 1541
499 0 1	501 0 1	; 1542
451 0 1	501 0 1	; 1543
478 1 1	499 0 1	; 1544
451 0 1	502 0 1	; 1545
0 0 0	465 0 1	; 1546
0 0 0	466 0 1	; 1547
0 0 0	467 0 1	; 1548
451 0 1	482 0 0	; 1549
0 0 0	468 0 1	; 1550
223 0 0	226 0 0	; 1551
222 0 0	228 0 1	; 1552
223 0 0	230 0 0	; 1553
229 0 1	236 0 0	; 1554
222 1 0	229 0 1	; 1555
233 0 0	236 0 0	; 1556
234 0 1	236 0 0	; 1557
222 1 0	235 0 0	; 1558
222 0 0	241 0 1	; 1559
236 0 0	245 0 0	; 1560
236 0 0	246 0 1	; 1561
222 1 0	247 0 0	; 1562
222 0 0	83 0 0	; 1563
223 0 0	245 0 0	; 1564
222 0 0	247 0 0	; 1565
226 0 0	252 0 1	; 1566
251 0 1	252 0 1	; 1567
253 0 1	253 1 1	; 1568
0 0 0	252 0 1	; 1569
251 0 1	256 0 1	; 1570
252 0 1	257 0 1	; 1571
251 0 1	258 0 1	; 1572
240 0 1	263 0 1	; 1573
260 0 1	263 0 1	; 1574
261 0 1	263 0 1	; 1575
251 1 1	262 0 1	; 1576
223 0 0	255 0 1	; 1577
222 0 0	266 0 0	; 1578
223 0 0	267 0 1	; 1579
236 0 0	249 0 1	; 1580
222 1 0	249 0 1	; 1581
223 0 0	270 0 1	; 1582
236 0 0	271 0 1	; 1583
222 1 0	272 0 1	; 1584
222 0 0	286 0 0	; 1585
222 1 0	287 0 1	; 1586
228 0 1	275 0 0	; 1587
274 0 0	275 0 0	; 1588
276 0 1	276 1 1	; 1589
256 0 1	275 0 0	; 1590
0 0 0	274 0 0	; 1591
275 0 0	278 0 1	; 1592
274 0 0	279 0 1	; 1593
241 0 1	284 0 0	; 1594
281 0 1	284 0 0	; 1595
282 0 1	284 0 0	; 1596
274 1 0	283 0 1	; 1597
0 0 0	241 0 1	; 1598
230 0 0	292 0 0	; 1599
291 0 0	292 0 0	; 1600
285 0 0	285 1 0	; 1601
257 0 1	292 0 0	; 1602
278 0 1	291 0 0	; 1603
0 0 0	292 0 0	; 1604
231 0 0	291 0 0	; 1605
243 0 0	298 0 1	; 1606
295 0 0	298 0 1	; 1607
296 0 0	298 0 1	; 1608
291 1 0	297 0 0	; 1609
223 0 0	258 0 1	; 1610
222 0 0	279 0 1	; 1611
223 0 0	231 0 0	; 1612
83 0 0	236 0 0	; 1613
222 1 0	83 0 0	; 1614
236 0 0	258 0 0	; 1615
236 0 0	268 0 0	; 1616
222 1 0	279 0 0	; 1617
0 0 0	236 0 0	; 1618
233 0 0	302 0 0	; 1619
301 0 0	302 0 0	; 1620
286 0 0	286 1 0	; 1621
260 0 1	302 0 0	; 1622
281 0 1	301 0 0	; 1623
295 0 0	302 0 0	; 1624
258 0 0	301 0 0	; 1625
245 0 0	307 0 0	; 1626
0 0 0	307 0 0	; 1627
305 0 0	307 0 0	; 1628
301 1 0	306 0 0	; 1629
234 0 1	414 0 0	; 1630
261 0 1	414 0 0	; 1631
282 0 1	310 0 0	; 1632
246 0 1	287 0 1	; 1633
246 0 1	414 0 0	; 1634
296 0 0	414 0 0	; 1635
268 0 0	310 0 0	; 1636
246 0 1	503 0 1	; 1637
246 0 1	420 0 0	; 1638
246 0 1	287 1 1	; 1639
305 0 0	420 0 0	; 1640
310 1 0	322 0 0	; 1641
0 0 0	246 0 1	; 1642
235 0 0	320 0 0	; 1643
319 0 0	320 0 0	; 1644
288 0 0	288 1 0	; 1645
262 0 1	320 0 0	; 1646
283 0 1	319 0 0	; 1647
297 0 0	320 0 0	; 1648
279 0 0	319 0 0	; 1649
247 0 0	323 0 0	; 1650
306 0 0	323 0 0	; 1651
322 0 0	323 0 0	; 1652
0 0 0	319 0 0	; 1653
309 0 1	309 1 1	; 1654
310 0 0	504 0 0	; 1655
414 0 0	505 0 1	; 1656
414 0 0	506 0 1	; 1657
309 0 1	414 0 0	; 1658
414 0 0	507 0 0	; 1659
414 0 0	508 0 0	; 1660
234 0 1	509 0 0	; 1661
414 0 0	509 0 0	; 1662
309 1 1	414 0 0	; 1663
420 0 0	510 0 0	; 1664
414 0 0	511 0 0	; 1665
332 0 0	414 0 0	; 1666
414 0 0	512 0 1	; 1667
234 0 1	309 0 1	; 1668
310 0 0	513 0 0	; 1669
282 0 1	414 0 0	; 1670
287 0 1	414 0 0	; 1671
414 0 0	503 0 1	; 1672
287 1 1	414 0 0	; 1673
414 0 0	514 0 1	; 1674
322 0 0	414 0 0	; 1675
310 1 0	414 0 0	; 1676
268 0 0	414 0 0	; 1677
318 0 1	414 0 0	; 1678
414 0 0	513 0 0	; 1679
246 0 1	310 0 0	; 1680
305 0 0	414 0 0	; 1681
0 0 0	513 0 0	; 1682
427 0 1	505 0 1	; 1683
311 0 1	311 1 1	; 1684
428 0 0	515 0 0	; 1685
311 0 1	428 0 0	; 1686
0 0 0	428 0 0	; 1687
427 0 1	516 0 1	; 1688
311 0 1	427 0 1	; 1689
427 0 1	517 0 0	; 1690
427 0 1	518 0 0	; 1691
261 0 1	519 0 1	; 1692
427 0 1	519 0 1	; 1693
311 1 1	427 0 1	; 1694
434 0 0	520 0 0	; 1695
261 0 1	427 0 1	; 1696
